episode-act,percentMaleProducers,totalProducerCount,percentMaleSubjectDialogue,maleSubjectWordCount,totalSubjectWordCount,episode,act,title,contributors,description
497.04,0.0,1.0,100.0,686.0,686.0,497,0.04,Act Four.,Sarah Koenig,"
At Guantanamo Bay, hearings resumed for Abd al Rahim al Nashiri, who is accused of organizing
the attack on the USS Cole, in 2000. This week was the first time reporters had been back to
Guantanamo since President Obama gave a speech in which he said he’d renew efforts to close
the prison. Meanwhile, a majority of the prisoners at Guantanamo are now on a hunger strike, and dozens of them are being force-fed. This American Life producer Sarah Koenig talks to reporter John Knefel about what it was like to be there. John reports on Guantanamo for rollingstone.com, and is co-host of the Internet radio show Radio Dispatch. (10 1/2 minutes)
Government • Legal System • Terrorism Sarah Koenig
 "
497.06,0.0,1.0,100.0,87.0,87.0,497,0.06,Act Six.,Emily Bazelon,"
On Wednesday, Florida executed a death row inmate named William Van Poyck. His execution
came the same week that Florida’s governor signed a new law designed to speed up executions
in the state. Emily Bazelon, legal affairs editor at Slate, explains that of all the states in the country, Florida is probably the last one where you’d want executions to move faster. (8 minutes)Legal System Emily Bazelon
 "
499.01,0.0,1.0,100.0,2029.0,2029.0,499,0.01,Act One. Reluctant Sailor.,Nancy Updike,"
Kirk sleepwalks through an open window and into a completely different life. He explains how he
starts compiling a list of Iraqis who’d worked with the U.S. government after the invasion, whose lives were now in danger because of that. Carrying around that list gets some very strange reactions from government officials. Kirk is founder and executive director of The List Project to Resettle Iraqi Allies. His memoir To Be a Friend Is Fatal comes out in September. (23 minutes)Iraq • Politics Nancy Updike
 "
461.02,100.0,1.0,100.0,877.0,877.0,461,0.02,Act Two. PAC Men.,Ben Calhoun,"
Everything about political fundraising is changing right now, because of the
2010 Supreme Court decision in Citizens United vs. Federal Election
Commission. Since then, ""Super PACs"" have been able to funnel huge amounts
of anonymous money into races. Producer Ben Calhoun shares the example of
Ami Bera, whose run for Congress was dramatically affected by money from a
Super PAC.
(15 minutes).Economics • Politics Ben Calhoun
 
Song:
""If You've Got The Money, I've Got the Time"", Jo Stafford
 
"
459.02,100.0,1.0,100.0,730.0,730.0,459,0.02,Act Two. Dream Come True.,Ira Glass,"
Perhaps the biggest proponent of smaller government in the United States is lobbyist and activist Grover Norquist, head of Americans for Tax Reform. He envisions a government reduced in size by half, and has compelled scores of conservative politicians take pledges to never raise taxes. Host Ira Glass speaks with Norquist about his strategies and beliefs, and learns which side seems to be winning.
(14 1/2 minutes)Economics • Government • Politics Ira Glass
 "
457.01,100.0,2.0,100.0,1703.0,1703.0,457,0.01,Act One. Best Laid Plans. ,"Ira Glass, Kurt Braunohler","
Kurt Braunohler and his girlfriend had been together for thirteen years, and
they were only 30. They wondered why they had never considered marriage, and
realized that they needed to sleep with other people before they tied the
knot. Then the adventure began. Kurt is a comedian who co-hosts a variety
show called Hot Tub (with Kristen Schaal), will host a game show called Bunk
premiering on IFC in June, and has a one man show called The Amish Guide to
F*cking. (18 1/2 minutes) Breakup • Marriage • Relationships Ira Glass
Kurt Braunohler
 
Song:
""30 Days"", Run-DMC
 
"
455.04,50.0,2.0,100.0,720.0,720.0,455,0.04,Act Four. Do-Over.,,"
Chana and Alex tell what happened next, when technocrats in Germany and
other solvent European countries tried to fix the crisis by actually
enforcing the original rules for Euro Zone membership. It turned out that
even determining the real deficit in Greece was no easy task.
(9 1/2 minutes) "
434.02,0.0,1.0,100.0,67.0,67.0,434,0.02,"Act Two. Monday, Cairo Egypt.",Nancy Updike,"
Nancy Updike reports from Cairo, Egypt about what people were doing there this week, namely: going to meetings to create their new democracy. (11 minutes)Politics Nancy Updike
 "
434.06,100.0,1.0,100.0,483.0,483.0,434,0.06,"Act Six. Thursday, Greenville SC.","Planet Money, Robert Smith","
Thursday night was a make-or-break evening for candidate Herman Cain at the first Republican Presidential debate. Robert Smith from our Planet Money team talked to him about his strategy. Planet Money is a co-production of NPR News and This American Life. (6 minutes)Politics Planet Money
Robert Smith
 "
437.02,100.0,1.0,100.0,1347.0,1347.0,437,0.02,"Act Two. Donkey See, Donkey Do.",Ira Glass,"
In this act: judge wannabes working with the old boys network. Ira talks with Chicago Sun-Times political reporter Abdon Pallasch, who since 1996 has covered the meeting where the Chicago political machine decides who it'll put on the ballot to become a judge.Legal System • Politics Ira Glass
 
Song:
""Good Old Boys"", John Hartford
 
"
438.04,100.0,1.0,100.0,947.0,947.0,438,0.04,Act Four. Bring Your Child to Work Detail. ,Michael May,"
      Michael May tells this story about two prison inmates in Texas—Daniel Johnson and Jesse Johnson—and the unusual bond they formed. Michael is managing editor at the podcast Life of The Law. (11 minutes) Criminal Justice • Fathers • Friendship Michael May
 
Song:
""My Baby's Daddy"", B Rock and The Bizz Lyrics 
 
"
439.02,0.0,1.0,100.0,1619.0,1619.0,439,0.02,Act Two. Split a Gut.,,"
One night on stage, comedian Julian McCullough had an intense pain in his stomach, which he assumed was food poisoning. But it turned out to be a much more serious internal battle. Julian's story was recorded at Told, a storytelling show in New York City hosted by our production manager Seth Lind, presented by Horse Trade Theater Group.
(11 minutes)Funny • Health Care/Medicine • Live Performance 
Song:
""I Get Along Without You Very Well"", Chet Baker
 
"
440.01,0.0,1.0,100.0,1445.0,1445.0,440,0.01,Act One. You've Got Shale.,Sarah Koenig,"
Producer Sarah Koenig continues the story Terry Engelder and Dan Volz, their rival calculations about natural gas in Pennsylvania, and how each was treated by his university. She explains how Pennsylvania's universities, politicans and industry have united to develop natural gas. Other states have been more cautious. (26 1/2 minutes)Activism • Education • Environment • Health Care/Medicine • Politics Sarah Koenig
 "
442.01,50.0,2.0,100.0,2160.0,2160.0,442,0.01,Act One. Thug Me? No. Thug You.,"Nancy Updike, Michael Chernus","
""Thug"" is a very imprecise word. And as producer Nancy Updike explains, the subjectivity of its meaning has been particularly apparent during the recent revolution in Egypt. Translations in this story are read by actor Michael Chernus. (17 minutes)Crime • Politics Nancy Updike
Michael Chernus
 "
445.01,0.0,1.0,100.0,1831.0,1831.0,445,0.01,Act One. Kabul Kabul Kabul Kabul Chameleon. ,Susan Burton,"
Hyder Akbar was a teenager living with his family in the Bay Area when president Hamid Karzai asked Hyder's dad to return to Afghanistan and become an official in the new government. Hyder recorded audio diaries that became two episodes of our show, in 2002 and 2003, both produced by Susan Burton. They also wrote a book. Ira checks in with Hyder, who is now an adult living and working in Afghanistan. (18 minutes)9/11 • Afghanistan • Terrorism Susan Burton
 "
445.03,100.0,1.0,100.0,525.0,525.0,445,0.03,Act Three. Put on a Happy Face.,Chris Neary,"
In 2008, reporter Chris Neary told the story of John, a soldier who returned from tours of Iraq and Afghanistan with severe PTSD, and ended up attacking his fiancee and her mother. Chris finds out how John is coping today. (6 1/2 minutes)9/11 • Afghanistan • Iraq • Mental Health Chris Neary
 "
445.04,100.0,1.0,100.0,604.0,604.0,445,0.04,Act Four. What's Arabic for Fjord?,Ira Glass,"
The podcast and stream versions of the show include a story here that is not included in broadcast. It catches us up with an Iraqi translator named Basim, who fled the country to Norway after his life was threatened because he aided the American forces. The original ran in 2007.Iraq • War Ira Glass
 "
446.02,100.0,1.0,100.0,842.0,842.0,446,0.02,Act Two. Yerrrrr Out!,Ira Glass,"
Ira with former baseball player Bobby Morris, on leaving baseball. (7 minutes)Jobs/Employment • Sports Ira Glass
 "
446.03,0.0,1.0,100.0,632.0,632.0,446,0.03,Act Three. The Call Of The Great Indoors.,Chelsea Merz,"Since we first broadcast this story, Matthew has gotten off the street. He now gives talks around the country about his experience. Homelessness "
447.02,100.0,1.0,100.0,1541.0,1541.0,447,0.02,Act Two. His Partner Drops a Dime.,Josh Bearman,"
Joshuah Bearman's story continues. Chris Butler makes a transition into
true criminal behavior. Someone rats Chris out. The truth emerges.
(21 minutes) Crime • Drugs • Police • Television Josh Bearman
 
Songs:
""The Jig is Up"", General Rudie
""The Hustler"", Bee Houston
 
"
448.01,100.0,1.0,100.0,2183.0,2183.0,448,0.01,Act One. Chinese Checkmate.,Alex Blumberg,"
Some adventures you seek out on purpose, and others hunt you down. Producer Alex Blumberg tells this story, about the experience a guy had in China...which started out as first kind of adventure, then quickly turned into the second kind. Alex is one of the creators of Planet Money.
(23 minutes)Crime • Criminal Justice • Jobs/Employment • Police • Sports • Travel Alex Blumberg
 
Song:
""Wake Up America"", Gianluca Zanna
 
"
449.05,0.0,1.0,100.0,595.0,595.0,449,0.05,Act Five. Blue Kid on the Block.,Sarah Koenig,"
Producer Sarah Koenig reports on a kid we'll call Leo, whose family moved away from Rochester, NY, leaving behind all of Leo's friends and
stranding him in a new — and in his opinion, much worse — middle school.
(10 minutes)Education • Teenagers Sarah Koenig
 "
450.01,100.0,1.0,100.0,2500.0,2500.0,450,0.01,Act One. Mr. Holland's Opus.,Gabriel Rhodes,"
One day a successful cancer researcher named Jonathan Brody gave a talk at his alma mater, about how people in his field need to think outside the box if they're going to find a cure. Afterward Jonathan's old music teacher Anthony Holland shared an idea that was way out of the box: Killing cancer cells with electromagnetic waves. Gabriel Rhodes tells what happened next. Gabriel is also working on a documentary film version of this story, called The Cure. (35 1/2 minutes)
Health Care/Medicine • Technology Gabriel Rhodes
 "
455.01,0.0,2.0,100.0,1226.0,1226.0,455,0.01,Act One. Currency of Dreams.,,"
Planet Money reporters Chana Joffe-Walt and Zoe Chace tells the story of the far-fetched, 150 year-old dream of a universal European currency.
(13 1/2 minutes) "
150.02,100.0,1.0,100.0,1458.0,1458.0,150,0.02,Act Two. Househusband At 12.,Ira Glass,"
When Anh Tuan Hoang was 12 and living in Vietnam back in 1980, his cousin was scheming up a way to escape the country by boat. Anh Tuan was invited too. He wanted to go, but for reasons that had very little to do with reality and everything to do with the way a kid sees the world. (12 minutes) Boats • Childhood • Mothers • Travel Ira Glass
 "
317.02,100.0,1.0,100.0,212.0,212.0,317,0.02,Act Two. Hit Me With Your Best Shot.,Dave Royko,"
Dave Royko talks about the decision he and his wife faced recently about his autistic son's future, and whether he should continue to live with the family. (19 minutes) Children • Mental Health • Parenting Dave Royko
 
Song:
""I Wanna Be Loved"", Buju Banton
 
"
623.04,100.0,1.0,100.0,411.0,411.0,623,0.04,Act Four. Childhood’s End.,,"
Producer Neil Drumming looks into two videos he found on YouTube—one that takes place in Atlantic City, another in Brooklyn—that deal with the trouble kids
face walking home from school. 
Song:
""Errbody’s Going to Make It"", Funkadelic
 
"
